Invoice|Customer ID|InvoiceDate
489547|13599.0|2009-12-01 12:30:00
489548||2009-12-01 12:32:00
C489549|13768.0|2009-12-01 12:33:00
489550|14156.0|2009-12-01 12:33:00
C489551|17641.0|2009-12-01 12:35:00
489552|17063.0|2009-12-01 12:36:00
C489553|13545.0|2009-12-01 12:41:00
C489554|13767.0|2009-12-01 12:43:00
C489555|16955.0|2009-12-01 12:44:00
489556|15719.0|2009-12-01 12:47:00
489557|12490.0|2009-12-01 12:52:00
489558|15793.0|2009-12-01 12:54:00
489559|17056.0|2009-12-01 12:55:00
489560|13526.0|2009-12-01 12:56:00
489561|14654.0|2009-12-01 12:57:00
489562|17998.0|2009-12-01 13:07:00
C489563|13526.0|2009-12-01 13:09:00
489564|13526.0|2009-12-01 13:13:00
C489565|13526.0|2009-12-01 13:14:00
489566|17742.0|2009-12-01 13:16:00
489567|15326.0|2009-12-01 13:19:00
489569|14478.0|2009-12-01 13:20:00
C489568|15005.0|2009-12-01 13:20:00
C489570|15967.0|2009-12-01 13:28:00
489571|15967.0|2009-12-01 13:29:00
489572|17611.0|2009-12-01 13:29:00
489573|15051.0|2009-12-01 13:29:00
489574|13097.0|2009-12-01 13:31:00
489575|13590.0|2009-12-01 13:37:00
C489577|14030.0|2009-12-01 13:38:00
489576|15984.0|2009-12-01 13:38:00
C489578|17091.0|2009-12-01 13:40:00
489579|16887.0|2009-12-01 13:41:00
489580|12921.0|2009-12-01 13:43:00
C489583|14621.0|2009-12-01 13:47:00
489582|14543.0|2009-12-01 13:47:00
489581|15945.0|2009-12-01 13:47:00
489584|18037.0|2009-12-01 13:48:00
489585|15662.0|2009-12-01 13:49:00
489586|15380.0|2009-12-01 13:50:00
C489587|16422.0|2009-12-01 13:52:00
C489588|13711.0|2009-12-01 14:01:00
C489589|16150.0|2009-12-01 14:02:00
489590|13110.0|2009-12-01 14:14:00
C489591|12921.0|2009-12-01 14:17:00
489593|12836.0|2009-12-01 14:19:00
C489592|18287.0|2009-12-01 14:19:00
489594|15005.0|2009-12-01 14:19:00
C489595|15254.0|2009-12-01 14:20:00
489596||2009-12-01 14:27:00
489597||2009-12-01 14:28:00
489598|16620.0|2009-12-01 14:35:00
489599|12758.0|2009-12-01 14:40:00
489600||2009-12-01 14:43:00
489601||2009-12-01 14:44:00
489602||2009-12-01 14:45:00
489603||2009-12-01 14:46:00
489604||2009-12-01 14:47:00
C489605|14558.0|2009-12-01 14:47:00
489606|17961.0|2009-12-01 14:48:00
489608||2009-12-01 14:49:00
489607||2009-12-01 14:49:00
489609||2009-12-01 14:50:00
C489610|17485.0|2009-12-01 14:52:00
489611|15601.0|2009-12-01 14:53:00
489612||2009-12-01 14:55:00
489613|13585.0|2009-12-01 14:56:00
489615||2009-12-01 14:56:00
489614||2009-12-01 14:56:00
489616||2009-12-01 14:58:00
489617|13442.0|2009-12-01 14:59:00
489618||2009-12-01 14:59:00
489619||2009-12-01 15:02:00
C489632|13381.0|2009-12-01 15:18:00
489634|13381.0|2009-12-01 15:19:00
489635|16763.0|2009-12-01 15:26:00
C489636|17345.0|2009-12-01 15:34:00
489637|17243.0|2009-12-01 15:36:00
489638||2009-12-01 15:42:00
489639|14865.0|2009-12-01 16:05:00
489640|17345.0|2009-12-01 16:17:00
489641|13819.0|2009-12-01 16:18:00
489642||2009-12-01 16:19:00
C489643|15750.0|2009-12-01 16:26:00
489644|15808.0|2009-12-01 16:30:00
489645|17191.0|2009-12-01 16:34:00
489650|13748.0|2009-12-01 16:44:00
C489651|17804.0|2009-12-01 16:48:00
489653||2009-12-01 17:08:00
489652|15265.0|2009-12-01 17:08:00
489654|15750.0|2009-12-01 17:19:00
489655||2009-12-01 17:26:00
489656|17428.0|2009-12-01 17:28:00
489657|17428.0|2009-12-01 17:28:00
489658|15485.0|2009-12-01 17:31:00
489659||2009-12-01 17:39:00
489660||2009-12-01 17:43:00
489661|17246.0|2009-12-01 17:45:00
489662|15485.0|2009-12-01 17:50:00
489663||2009-12-01 18:02:00
489664|14061.0|2009-12-01 18:03:00
489665|14108.0|2009-12-01 18:07:00
489666|13648.0|2009-12-01 18:13:00
489667|16563.0|2009-12-01 18:35:00
489668|16701.0|2009-12-01 19:19:00
489669|12842.0|2009-12-02 08:15:00
489670|14302.0|2009-12-02 08:16:00
489671|14135.0|2009-12-02 08:58:00
489672|14831.0|2009-12-02 09:21:00
489673|14831.0|2009-12-02 09:23:00
489674|15602.0|2009-12-02 09:35:00
489675|13777.0|2009-12-02 09:47:00
489676|13777.0|2009-12-02 09:49:00
489677|14000.0|2009-12-02 09:50:00
489678|16823.0|2009-12-02 09:57:00
489679|16163.0|2009-12-02 10:00:00
489681|17998.0|2009-12-02 10:02:00
489680|17193.0|2009-12-02 10:02:00
489682|15759.0|2009-12-02 10:08:00
489683|16131.0|2009-12-02 10:09:00
489684|14560.0|2009-12-02 10:15:00
C489685|12523.0|2009-12-02 10:28:00
C489686|17019.0|2009-12-02 10:34:00
489687|17087.0|2009-12-02 10:41:00
489688|14894.0|2009-12-02 10:42:00
C489689|15353.0|2009-12-02 10:46:00
489695|16202.0|2009-12-02 10:48:00
489699|16700.0|2009-12-02 10:51:00
489705|16700.0|2009-12-02 10:52:00
489702|17511.0|2009-12-02 10:52:00
C489713|12755.0|2009-12-02 10:55:00
489723|14299.0|2009-12-02 10:58:00
489726|17949.0|2009-12-02 11:07:00
489725|17949.0|2009-12-02 11:07:00
489727|17949.0|2009-12-02 11:09:00
489728|14799.0|2009-12-02 11:18:00
489733|15311.0|2009-12-02 11:20:00
489743|16550.0|2009-12-02 11:24:00
489748|12980.0|2009-12-02 11:26:00
489764|14425.0|2009-12-02 11:31:00
489765|15353.0|2009-12-02 11:33:00
489766|17818.0|2009-12-02 11:34:00
C489771|13623.0|2009-12-02 11:36:00
489780|13654.0|2009-12-02 11:43:00
489781||2009-12-02 11:45:00
489782|17189.0|2009-12-02 11:45:00
489783|13269.0|2009-12-02 11:47:00
489784|13269.0|2009-12-02 11:48:00
489785|14653.0|2009-12-02 11:51:00
489786|17019.0|2009-12-02 11:52:00
489787|15542.0|2009-12-02 11:53:00
489788|13564.0|2009-12-02 11:55:00
489790|16467.0|2009-12-02 11:59:00
489789|15833.0|2009-12-02 11:59:00
489791|15542.0|2009-12-02 12:06:00
489792|14527.0|2009-12-02 12:06:00
489793|17476.0|2009-12-02 12:09:00
489794|15287.0|2009-12-02 12:13:00
489795|14440.0|2009-12-02 12:13:00
489796|15680.0|2009-12-02 12:15:00
489797|15581.0|2009-12-02 12:19:00
489798|13740.0|2009-12-02 12:22:00
C489799|13070.0|2009-12-02 12:23:00
489800|17768.0|2009-12-02 12:26:00
489801|12948.0|2009-12-02 12:28:00
489802|15581.0|2009-12-02 12:32:00
C489803|16797.0|2009-12-02 12:34:00
489804|14667.0|2009-12-02 12:38:00
489805|17377.0|2009-12-02 12:39:00
489806||2009-12-02 12:42:00
489807|15581.0|2009-12-02 12:43:00
489808|14467.0|2009-12-02 12:44:00
489809|13457.0|2009-12-02 12:46:00
489810|18108.0|2009-12-02 12:47:00
489811|16210.0|2009-12-02 12:54:00
489812|17377.0|2009-12-02 13:00:00
C489813|17867.0|2009-12-02 13:02:00
489814|14669.0|2009-12-02 13:06:00
489815|17909.0|2009-12-02 13:10:00
489816|16086.0|2009-12-02 13:20:00
489817|16711.0|2009-12-02 13:22:00
489820||2009-12-02 13:23:00
489819|14739.0|2009-12-02 13:23:00
489818|16233.0|2009-12-02 13:23:00
489821||2009-12-02 13:25:00
489822|14204.0|2009-12-02 13:26:00
489823|17606.0|2009-12-02 13:32:00
489824|16797.0|2009-12-02 13:33:00
489825|16126.0|2009-12-02 13:34:00
489826|17867.0|2009-12-02 13:39:00
489827|17412.0|2009-12-02 13:51:00
489829|16525.0|2009-12-02 13:53:00
C489828|13313.0|2009-12-02 13:53:00
489830|13623.0|2009-12-02 13:57:00
489831|12435.0|2009-12-02 13:58:00
489832|14549.0|2009-12-02 14:06:00
489834|14106.0|2009-12-02 14:09:00
489833|14980.0|2009-12-02 14:09:00
489835|15061.0|2009-12-02 14:15:00
489837|14396.0|2009-12-02 14:21:00
489840|14122.0|2009-12-02 14:22:00
489855|16987.0|2009-12-02 14:34:00
489856||2009-12-02 14:36:00
489857||2009-12-02 14:43:00
C489858|12471.0|2009-12-02 14:43:00
C489859||2009-12-02 14:45:00
C489860||2009-12-02 14:49:00
489861||2009-12-02 14:50:00
489862|17809.0|2009-12-02 14:52:00
489863|15917.0|2009-12-02 14:55:00
489864|14987.0|2009-12-02 14:56:00
489865|14080.0|2009-12-02 15:01:00
489866|16200.0|2009-12-02 15:04:00
489867||2009-12-02 15:08:00
489868|15794.0|2009-12-02 15:10:00
489869|16200.0|2009-12-02 15:15:00
489870|15523.0|2009-12-02 15:16:00
489871|15523.0|2009-12-02 15:17:00
489872|15615.0|2009-12-02 15:28:00
489873|15615.0|2009-12-02 15:29:00
489874|18001.0|2009-12-02 15:38:00
489875|17841.0|2009-12-02 15:41:00
489877|13089.0|2009-12-02 15:44:00
489876|15917.0|2009-12-02 15:44:00
489878|15989.0|2009-12-02 15:51:00
489879|17660.0|2009-12-02 16:02:00
489880|13313.0|2009-12-02 16:18:00
C489881||2009-12-02 16:20:00
489882||2009-12-02 16:22:00
489883|12437.0|2009-12-02 16:24:00
489884|13313.0|2009-12-02 16:24:00
489888|14841.0|2009-12-02 16:49:00
489889|14646.0|2009-12-02 16:52:00
489890|14646.0|2009-12-02 16:53:00
489891|15482.0|2009-12-02 16:59:00
489892||2009-12-02 17:02:00
489893|16156.0|2009-12-02 17:06:00
489894|17716.0|2009-12-02 17:18:00
489895|12779.0|2009-12-03 07:25:00
489896|13611.0|2009-12-03 07:57:00
489897|15255.0|2009-12-03 09:10:00
489898||2009-12-03 09:40:00
489899||2009-12-03 09:41:00
489900|14771.0|2009-12-03 09:44:00
489901||2009-12-03 09:47:00
489902|14838.0|2009-12-03 09:52:00
489903||2009-12-03 09:57:00
489904|13979.0|2009-12-03 10:02:00
489905|13800.0|2009-12-03 10:03:00
489906|14483.0|2009-12-03 10:16:00
489907|14915.0|2009-12-03 10:17:00
489909|13753.0|2009-12-03 10:20:00
489908|16301.0|2009-12-03 10:20:00
489910|15482.0|2009-12-03 10:23:00
489912|13931.0|2009-12-03 10:26:00
C489911|12705.0|2009-12-03 10:26:00
489913|13931.0|2009-12-03 10:28:00
489914|12921.0|2009-12-03 10:28:00
489915|17035.0|2009-12-03 10:37:00
489916|15194.0|2009-12-03 10:37:00
489932|14347.0|2009-12-03 10:49:00
489935|12934.0|2009-12-03 10:51:00
C489955|12484.0|2009-12-03 10:57:00
C489958|14895.0|2009-12-03 10:58:00
C489973|17865.0|2009-12-03 11:03:00
489994|15291.0|2009-12-03 11:09:00
489996|17209.0|2009-12-03 11:10:00
489998|15658.0|2009-12-03 11:19:00
489999|17314.0|2009-12-03 11:25:00
490000|17155.0|2009-12-03 11:34:00
490001|15965.0|2009-12-03 11:45:00
490002|17322.0|2009-12-03 11:46:00
490003|16159.0|2009-12-03 11:51:00
490004|14051.0|2009-12-03 11:53:00
490005|13993.0|2009-12-03 11:57:00
490006|17411.0|2009-12-03 12:02:00
490007||2009-12-03 12:09:00
490008|15768.0|2009-12-03 12:10:00
490009|12835.0|2009-12-03 12:13:00
490010|15061.0|2009-12-03 12:15:00
490012|15179.0|2009-12-03 12:27:00
490013|17069.0|2009-12-03 12:27:00
490011|16918.0|2009-12-03 12:27:00
490014|15466.0|2009-12-03 12:28:00
490015||2009-12-03 12:29:00
490016||2009-12-03 12:30:00
490017|14159.0|2009-12-03 12:31:00
490018|17940.0|2009-12-03 12:31:00
490019|17581.0|2009-12-03 12:34:00
490021|17581.0|2009-12-03 12:36:00
490020|17581.0|2009-12-03 12:36:00
490022|17581.0|2009-12-03 12:37:00
490023|16168.0|2009-12-03 12:38:00
490024|14606.0|2009-12-03 12:40:00
490030||2009-12-03 12:44:00
490034|17287.0|2009-12-03 12:45:00
490045|17287.0|2009-12-03 12:50:00
490047|17913.0|2009-12-03 13:02:00
490046|13416.0|2009-12-03 13:02:00
490048|16779.0|2009-12-03 13:03:00
490049|15794.0|2009-12-03 13:04:00
490050|17913.0|2009-12-03 13:05:00
C490051|16163.0|2009-12-03 13:06:00
490052|13895.0|2009-12-03 13:09:00
490053|14057.0|2009-12-03 13:17:00
490054|17017.0|2009-12-03 13:22:00
490055||2009-12-03 13:22:00
490056|13208.0|2009-12-03 13:25:00
490057|17465.0|2009-12-03 13:25:00
490058|17465.0|2009-12-03 13:26:00
490059|18102.0|2009-12-03 13:30:00
490060|13468.0|2009-12-03 13:32:00
490061|18102.0|2009-12-03 13:42:00
490062|13485.0|2009-12-03 13:46:00
490063|17271.0|2009-12-03 13:49:00
490064|16139.0|2009-12-03 13:51:00
490065|15061.0|2009-12-03 13:58:00
490066|15953.0|2009-12-03 14:00:00
490067|15856.0|2009-12-03 14:02:00
490068|13085.0|2009-12-03 14:06:00
490069|13085.0|2009-12-03 14:07:00
490070|14967.0|2009-12-03 14:07:00
490071|16497.0|2009-12-03 14:11:00
490072|17764.0|2009-12-03 14:28:00
490073|14905.0|2009-12-03 14:36:00
490074||2009-12-03 14:39:00
490075|18229.0|2009-12-03 14:42:00
C490076|13001.0|2009-12-03 14:43:00
490077|17293.0|2009-12-03 15:09:00
490078|17853.0|2009-12-03 15:09:00
490079|15550.0|2009-12-03 15:15:00
490080|13531.0|2009-12-03 15:20:00
490081|13786.0|2009-12-03 15:32:00
490082|14952.0|2009-12-03 15:34:00
490083|14031.0|2009-12-03 15:35:00
490084||2009-12-03 15:37:00
490085|12937.0|2009-12-03 15:43:00
490086|17949.0|2009-12-03 15:48:00
490087|15601.0|2009-12-03 15:49:00
490088|15581.0|2009-12-03 15:50:00
490089|17949.0|2009-12-03 15:52:00
490090|15581.0|2009-12-03 15:53:00
490092|16612.0|2009-12-03 15:54:00
490091|17949.0|2009-12-03 15:54:00
490094|17949.0|2009-12-03 15:56:00
490093|12949.0|2009-12-03 15:56:00
490095|14958.0|2009-12-03 16:02:00
C490096|13457.0|2009-12-03 16:06:00
490097|17329.0|2009-12-03 16:09:00
C490098|17576.0|2009-12-03 16:11:00
490099|16736.0|2009-12-03 16:12:00
490100|13001.0|2009-12-03 16:21:00
490101|14644.0|2009-12-03 16:24:00
490106|14898.0|2009-12-03 16:40:00
490107|14662.0|2009-12-03 16:47:00
490108|17414.0|2009-12-03 16:49:00
490109|14755.0|2009-12-03 16:51:00
490110|14755.0|2009-12-03 16:52:00
490111|17576.0|2009-12-03 16:54:00
490112|13037.0|2009-12-03 17:04:00
490113|14710.0|2009-12-03 17:12:00
490114|18168.0|2009-12-03 17:29:00
490115|17679.0|2009-12-03 17:32:00
490116|17679.0|2009-12-03 17:33:00
C490117|16570.0|2009-12-03 17:38:00
490118|17851.0|2009-12-03 17:46:00
490119|12931.0|2009-12-03 17:48:00
C490120|14277.0|2009-12-03 17:52:00
490121|14750.0|2009-12-03 17:57:00
C490122|16549.0|2009-12-03 17:59:00
490124|16791.0|2009-12-03 18:08:00
490123||2009-12-03 18:08:00
490125|16558.0|2009-12-03 18:11:00
C490126|15884.0|2009-12-03 18:12:00
490127|14156.0|2009-12-03 18:13:00
490128|15884.0|2009-12-03 18:23:00
C490129|15482.0|2009-12-03 18:26:00
490130||2009-12-03 18:28:00
C490131|17663.0|2009-12-03 18:29:00
490132|17343.0|2009-12-03 18:30:00
C490133|17949.0|2009-12-03 18:36:00
490134|17372.0|2009-12-03 18:41:00
490135|16003.0|2009-12-03 18:51:00
490136|17432.0|2009-12-03 19:13:00
490137|14713.0|2009-12-03 19:22:00
490138|16722.0|2009-12-03 19:23:00
490139|12577.0|2009-12-03 19:31:00
490140|12872.0|2009-12-03 20:03:00
490141|15755.0|2009-12-04 08:24:00
490142|14258.0|2009-12-04 08:36:00
490143|14286.0|2009-12-04 08:40:00
490144|13154.0|2009-12-04 08:46:00
490145|14564.0|2009-12-04 09:27:00
490146||2009-12-04 09:29:00
490147|13408.0|2009-12-04 09:31:00
C490148|16961.0|2009-12-04 09:37:00
490149||2009-12-04 09:43:00
490150||2009-12-04 09:44:00
490151|16645.0|2009-12-04 09:49:00
490152|12714.0|2009-12-04 10:00:00
C490153|12525.0|2009-12-04 10:10:00
490154|16335.0|2009-12-04 10:18:00
C490155|14221.0|2009-12-04 10:28:00
490156|13093.0|2009-12-04 10:32:00
490157|16736.0|2009-12-04 10:39:00
490158|12759.0|2009-12-04 10:47:00
490159|13666.0|2009-12-04 10:48:00
490160|13777.0|2009-12-04 10:52:00
490161|17160.0|2009-12-04 10:57:00
490162|13946.0|2009-12-04 11:07:00
490163|14723.0|2009-12-04 11:22:00
490164|14961.0|2009-12-04 11:32:00
490165||2009-12-04 11:32:00
490166|14735.0|2009-12-04 11:32:00
490167|18061.0|2009-12-04 11:36:00
490171|15581.0|2009-12-04 11:54:00
490177||2009-12-04 11:56:00
490186||2009-12-04 11:59:00
490192||2009-12-04 12:01:00
490202|15078.0|2009-12-04 12:03:00
490209|17389.0|2009-12-04 12:06:00
490212|16883.0|2009-12-04 12:07:00
490214|13175.0|2009-12-04 12:11:00
490218|17076.0|2009-12-04 12:12:00
490219|13948.0|2009-12-04 12:14:00
490229|18223.0|2009-12-04 12:20:00
490247|16192.0|2009-12-04 12:28:00
C490251|16541.0|2009-12-04 12:29:00
490258|15999.0|2009-12-04 12:31:00
C490269|14527.0|2009-12-04 12:33:00
490266|15109.0|2009-12-04 12:33:00
490272|14680.0|2009-12-04 12:36:00
490277|18092.0|2009-12-04 12:37:00
490279|16891.0|2009-12-04 12:37:00
490281|13481.0|2009-12-04 12:37:00
490282|13807.0|2009-12-04 12:41:00
C490283|12349.0|2009-12-04 12:49:00
490284|14979.0|2009-12-04 12:54:00
490286|14527.0|2009-12-04 12:59:00
490285|16656.0|2009-12-04 12:59:00
490287|16746.0|2009-12-04 13:00:00
490288|17157.0|2009-12-04 13:00:00
490289|15309.0|2009-12-04 13:01:00
490290|16325.0|2009-12-04 13:21:00
490291|16541.0|2009-12-04 13:22:00
490292|16723.0|2009-12-04 13:23:00
490293|16699.0|2009-12-04 13:31:00
490294|16710.0|2009-12-04 13:41:00
490295|12510.0|2009-12-04 13:47:00
C490296|12510.0|2009-12-04 13:51:00
490297|13162.0|2009-12-04 13:59:00
490298|15382.0|2009-12-04 14:13:00
490299|13680.0|2009-12-04 14:14:00
490300|12970.0|2009-12-04 14:19:00
490301|15311.0|2009-12-04 14:24:00
490302|17841.0|2009-12-04 14:29:00
490303|17935.0|2009-12-04 14:33:00
490304|17593.0|2009-12-04 14:35:00
490305|17243.0|2009-12-04 14:37:00
C490306|17193.0|2009-12-04 14:40:00
C490307||2009-12-04 14:49:00
490308|12835.0|2009-12-04 14:52:00
C490309|15767.0|2009-12-04 14:56:00
490310|17151.0|2009-12-04 14:56:00
490311|16451.0|2009-12-04 15:11:00
490312|17961.0|2009-12-04 15:16:00
490313|17127.0|2009-12-04 15:18:00
490320|13694.0|2009-12-04 15:26:00
490323|14087.0|2009-12-04 15:27:00
490324|13694.0|2009-12-04 15:27:00
490326|13733.0|2009-12-04 15:28:00
490327|13694.0|2009-12-04 15:29:00
490331|18181.0|2009-12-04 15:30:00
490340|13174.0|2009-12-04 15:40:00
490341|13329.0|2009-12-04 15:41:00
490342|17421.0|2009-12-04 15:43:00
C490343|14087.0|2009-12-04 15:48:00
490344||2009-12-04 15:53:00
490345||2009-12-04 16:11:00
490346|16351.0|2009-12-04 16:12:00
490347|15684.0|2009-12-04 16:13:00
C490348|17884.0|2009-12-04 16:22:00
490349|17884.0|2009-12-04 16:23:00
C490350|17884.0|2009-12-04 16:24:00
490351||2009-12-04 16:26:00
490352||2009-12-04 16:27:00
490353|15514.0|2009-12-04 16:37:00
490355|13093.0|2009-12-04 16:39:00
490354||2009-12-04 16:39:00
490356|17884.0|2009-12-04 16:45:00
C490358|18225.0|2009-12-04 16:51:00
490360|13679.0|2009-12-04 16:52:00
490359|18225.0|2009-12-04 16:52:00
490361||2009-12-04 17:18:00
490362|12748.0|2009-12-04 17:31:00
490363|13199.0|2009-12-05 10:11:00
490364|13487.0|2009-12-05 10:25:00
490365|17018.0|2009-12-05 10:27:00
490366|18071.0|2009-12-05 10:31:00
490367|16593.0|2009-12-05 10:44:00
490368|14238.0|2009-12-05 10:58:00
490369|15223.0|2009-12-05 11:19:00
490370|17593.0|2009-12-05 12:01:00
490371|13021.0|2009-12-05 12:02:00
490372|17115.0|2009-12-05 12:13:00
490373|17850.0|2009-12-05 12:28:00
490374|14239.0|2009-12-05 12:36:00
490375|13999.0|2009-12-05 12:42:00
490376|13958.0|2009-12-05 13:12:00
490377|13958.0|2009-12-05 13:13:00
490378|13641.0|2009-12-05 13:17:00
490379||2009-12-05 13:26:00
490380|17850.0|2009-12-05 13:26:00
490381|15420.0|2009-12-05 13:29:00
490382|12359.0|2009-12-05 13:32:00
490383|12820.0|2009-12-05 13:37:00
490384||2009-12-05 14:00:00
490385|16410.0|2009-12-05 14:51:00
490386|15240.0|2009-12-05 14:57:00
490387|17850.0|2009-12-05 14:59:00
490388|16158.0|2009-12-05 15:00:00
490389|15484.0|2009-12-05 15:18:00
490390|14709.0|2009-12-05 15:26:00
490391|15057.0|2009-12-05 15:27:00
490392|14867.0|2009-12-05 15:47:00
490393|17642.0|2009-12-05 16:01:00
490394|17850.0|2009-12-05 16:01:00
490395|13813.0|2009-12-06 10:16:00
490396|13589.0|2009-12-06 10:26:00
490397|12417.0|2009-12-06 10:30:00
490398|17920.0|2009-12-06 10:37:00
490399|12975.0|2009-12-06 10:38:00
490400|16104.0|2009-12-06 10:41:00
490401|17150.0|2009-12-06 10:51:00
C490402|15059.0|2009-12-06 10:57:00
490403|17920.0|2009-12-06 11:13:00
490404|16277.0|2009-12-06 11:27:00
490405|17244.0|2009-12-06 11:27:00
490408|17850.0|2009-12-06 11:33:00
490430|15260.0|2009-12-06 11:45:00
490458|12583.0|2009-12-06 11:57:00
490459|15555.0|2009-12-06 11:58:00
C490460|15059.0|2009-12-06 12:06:00
490461|13736.0|2009-12-06 12:07:00
C490462|13736.0|2009-12-06 12:09:00
490463|14133.0|2009-12-06 12:10:00
490464|15571.0|2009-12-06 12:10:00
490465|13448.0|2009-12-06 12:14:00
490466|17085.0|2009-12-06 12:16:00
490467|15059.0|2009-12-06 12:17:00
490468|14468.0|2009-12-06 12:21:00
C490469|16395.0|2009-12-06 12:23:00
490470|16395.0|2009-12-06 12:26:00
490472|16485.0|2009-12-06 12:28:00
490471|15878.0|2009-12-06 12:28:00
490473|15860.0|2009-12-06 12:31:00
C490475|16395.0|2009-12-06 12:34:00
490474|13373.0|2009-12-06 12:34:00
490476|14608.0|2009-12-06 12:34:00
490477|17850.0|2009-12-06 12:41:00
490479|16779.0|2009-12-06 12:42:00
490478|14896.0|2009-12-06 12:42:00
C490480|14717.0|2009-12-06 12:46:00
490481|16964.0|2009-12-06 12:51:00
490482|15983.0|2009-12-06 12:52:00
490483|13782.0|2009-12-06 12:52:00
490484|16964.0|2009-12-06 12:53:00
490485|14454.0|2009-12-06 12:56:00
490486|16779.0|2009-12-06 13:00:00
490487|14717.0|2009-12-06 13:05:00
490488|16718.0|2009-12-06 13:07:00
490489|15751.0|2009-12-06 13:08:00
490490|14546.0|2009-12-06 13:10:00
490491|17848.0|2009-12-06 13:19:00
C490492|15751.0|2009-12-06 13:20:00
490493|15751.0|2009-12-06 13:21:00
490494|17561.0|2009-12-06 13:29:00
C490495|17848.0|2009-12-06 13:38:00
490496|15547.0|2009-12-06 13:40:00
C490497|17969.0|2009-12-06 13:41:00
C490498|15547.0|2009-12-06 13:43:00
490499|17406.0|2009-12-06 13:45:00
490500|14479.0|2009-12-06 13:48:00
490501|16710.0|2009-12-06 13:49:00
490502|17969.0|2009-12-06 13:53:00
490503|14548.0|2009-12-06 14:00:00
490504|15311.0|2009-12-06 14:03:00
490505|14548.0|2009-12-06 14:06:00
490506|17916.0|2009-12-06 14:10:00
C490507|14606.0|2009-12-06 14:12:00
490508|17850.0|2009-12-06 14:14:00
C490509|15822.0|2009-12-06 14:34:00
C490510|13211.0|2009-12-06 14:37:00
490511|13319.0|2009-12-06 14:46:00
490512|14606.0|2009-12-06 14:54:00
C490513|17610.0|2009-12-06 14:58:00
490514|16773.0|2009-12-06 15:01:00
490515|15479.0|2009-12-06 15:08:00
490516|17850.0|2009-12-06 15:09:00
490517||2009-12-06 15:11:00
490518|15822.0|2009-12-06 15:12:00
490519|13890.0|2009-12-06 15:15:00
C490520|13211.0|2009-12-06 15:21:00
490521|13211.0|2009-12-06 15:24:00
490522|15641.0|2009-12-06 15:31:00
490523||2009-12-06 15:32:00
490524|14123.0|2009-12-06 15:35:00
490525|13019.0|2009-12-06 15:40:00
490526|17858.0|2009-12-06 15:41:00
490527|14940.0|2009-12-06 15:46:00
490528|16686.0|2009-12-06 15:48:00
490529|16686.0|2009-12-06 15:51:00
490530|15691.0|2009-12-06 16:01:00
490531|16436.0|2009-12-06 16:02:00
C490532|15691.0|2009-12-06 16:02:00
490533|17610.0|2009-12-06 16:07:00
